Unnamed: 0,concept_cd,ICD_Description,Long_COVID_Likelihood_Speculative,Explanation_Speculative,Chronic_Status,Chronic_Explanation
1225,ICD10:L90.8,Atrophic disorders of skin (L90.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1226,ICD10:L66.8,Diseases of the skin and subcutaneous tissue (L66.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1227,ICD10:L81.6,Diseases of the skin and subcutaneous tissue (L81.6),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1228,ICD10:L99,Diseases of the skin and subcutaneous tissue (L99),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1229,ICD10:L74.8,Eccrine sweat disorders (L74.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1230,ICD10:L92.8,Diseases of the skin and subcutaneous tissue (L92.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1231,ICD10:L67.8,Hair color and hair shaft abnormalities (L67.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1232,ICD10:L91.8,Diseases of the skin and subcutaneous tissue (L91.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1233,ICD10:L98.6,"Other disorders of skin and subcutaneous tissue, not elsewhere classified (L98.6)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1234,ICD10:L81.4,Diseases of the skin and subcutaneous tissue (L81.4),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1235,ICD10:L60.8,Diseases of the skin and subcutaneous tissue (L60.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1236,ICD10:L82.1,Diseases of the skin and subcutaneous tissue (L82.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1237,ICD10:L81.8,Diseases of the skin and subcutaneous tissue (L81.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1238,ICD10:L98.8,"Other disorders of skin and subcutaneous tissue, not elsewhere classified (L98.8)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1239,ICD10:L85.8,Diseases of the skin and subcutaneous tissue (L85.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1240,ICD10:L65.8,Diseases of the skin and subcutaneous tissue (L65.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1241,ICD10:L81.7,Diseases of the skin and subcutaneous tissue (L81.7),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1242,ICD10:L72.11,Follicular cysts of skin and subcutaneous tissue (L72.11),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1243,ICD10:L81.0,Diseases of the skin and subcutaneous tissue (L81.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1244,ICD10:L74.510,Eccrine sweat disorders (L74.510),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1245,ICD10:L74.512,Eccrine sweat disorders (L74.512),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1246,ICD10:L74.513,Eccrine sweat disorders (L74.513),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1247,ICD10:L73.1,Diseases of the skin and subcutaneous tissue (L73.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1248,ICD10:L98.0,"Other disorders of skin and subcutaneous tissue, not elsewhere classified (L98.0)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1249,ICD10:L90.5,Atrophic disorders of skin (L90.5),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1250,ICD10:L72.3,Follicular cysts of skin and subcutaneous tissue (L72.3),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1251,ICD10:L65.0,Diseases of the skin and subcutaneous tissue (L65.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1252,ICD10:L80,Diseases of the skin and subcutaneous tissue (L80),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1253,ICD10:L85.3,Diseases of the skin and subcutaneous tissue (L85.3),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1254,ICD10:L60.5,Diseases of the skin and subcutaneous tissue (L60.5),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1255,ICD10:J34.0,Diseases of the respiratory system (J34.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1256,ICD10:J37.0,Diseases of the respiratory system (J37.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1257,ICD10:J31.1,Diseases of the respiratory system (J31.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1258,ICD10:J31.2,Diseases of the respiratory system (J31.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1259,ICD10:J31.0,Diseases of the respiratory system (J31.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1260,ICD10:J34.1,Diseases of the respiratory system (J34.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1261,ICD10:J34.2,Diseases of the respiratory system (J34.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1262,ICD10:J39.9,Diseases of the respiratory system (J39.9),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1263,ICD10:J38.4,Diseases of the respiratory system (J38.4),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1264,ICD10:J34.3,Diseases of the respiratory system (J34.3),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1265,ICD10:J38.5,Diseases of the respiratory system (J38.5),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1266,ICD10:J33.9,Diseases of the respiratory system (J33.9),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1267,ICD10:J38.2,Diseases of the respiratory system (J38.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1268,ICD10:J38.7,Diseases of the respiratory system (J38.7),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1269,ICD10:J39.2,Diseases of the respiratory system (J39.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1270,ICD10:J38.3,Diseases of the respiratory system (J38.3),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1271,ICD10:J33.8,Diseases of the respiratory system (J33.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1272,ICD10:J39.8,Diseases of the respiratory system (J39.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1273,ICD10:J34.89,Diseases of the respiratory system (J34.89),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1274,ICD10:J38.02,Diseases of the respiratory system (J38.02),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1275,ICD10:J38.01,Diseases of the respiratory system (J38.01),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1276,ICD10:J38.00,Diseases of the respiratory system (J38.00),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1277,ICD10:J33.0,Diseases of the respiratory system (J33.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1278,ICD10:J38.1,Diseases of the respiratory system (J38.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1279,ICD10:J38.6,Diseases of the respiratory system (J38.6),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1280,ICD10:J34.9,Diseases of the respiratory system (J34.9),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1281,ICD10:J39.3,Diseases of the respiratory system (J39.3),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1282,ICD10:J30.0,Diseases of the respiratory system (J30.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1283,ICD10:J98.11,Diseases of the respiratory system (J98.11),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1284,ICD10:J94.2,Diseases of the respiratory system (J94.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1285,ICD10:J98.2,Diseases of the respiratory system (J98.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
1286,ICD10:J98.19,Diseases of the respiratory system (J98.19),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
